sample_id	URL
ERR4562559	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4562559&result=read_run&fields=fastq_ftp
ERR4562560	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4562560&result=read_run&fields=fastq_ftp
ERR4562561	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4562561&result=read_run&fields=fastq_ftp
ERR4562562	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4562562&result=read_run&fields=fastq_ftp
ERR4562578	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4562578&result=read_run&fields=fastq_ftp
ERR4562579	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4562579&result=read_run&fields=fastq_ftp
ERR4562580	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4562580&result=read_run&fields=fastq_ftp
ERR4562581	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4562581&result=read_run&fields=fastq_ftp
ERR4562582	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4562582&result=read_run&fields=fastq_ftp
ERR4562609	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4562609&result=read_run&fields=fastq_ftp
ERR4562610	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4562610&result=read_run&fields=fastq_ftp
ERR4562611	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4562611&result=read_run&fields=fastq_ftp
ERR4562637	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4562637&result=read_run&fields=fastq_ftp
ERR4562638	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4562638&result=read_run&fields=fastq_ftp
ERR4562639	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4562639&result=read_run&fields=fastq_ftp
ERR4562640	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4562640&result=read_run&fields=fastq_ftp
ERR4562687	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4562687&result=read_run&fields=fastq_ftp
ERR4562688	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4562688&result=read_run&fields=fastq_ftp
ERR4562689	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4562689&result=read_run&fields=fastq_ftp
ERR4562690	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4562690&result=read_run&fields=fastq_ftp
ERR4562699	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4562699&result=read_run&fields=fastq_ftp
ERR4562700	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4562700&result=read_run&fields=fastq_ftp
ERR4562701	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4562701&result=read_run&fields=fastq_ftp
ERR4562702	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4562702&result=read_run&fields=fastq_ftp
ERR4562703	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4562703&result=read_run&fields=fastq_ftp
ERR4562704	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4562704&result=read_run&fields=fastq_ftp
ERR4562742	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4562742&result=read_run&fields=fastq_ftp
ERR4562743	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4562743&result=read_run&fields=fastq_ftp
ERR4562744	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4562744&result=read_run&fields=fastq_ftp
ERR4562745	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4562745&result=read_run&fields=fastq_ftp
ERR4562968	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4562968&result=read_run&fields=fastq_ftp
ERR4562969	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4562969&result=read_run&fields=fastq_ftp
ERR4562970	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4562970&result=read_run&fields=fastq_ftp
ERR4562971	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4562971&result=read_run&fields=fastq_ftp
ERR4562972	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4562972&result=read_run&fields=fastq_ftp
ERR4562973	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4562973&result=read_run&fields=fastq_ftp
ERR4562974	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4562974&result=read_run&fields=fastq_ftp
ERR4562975	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4562975&result=read_run&fields=fastq_ftp
ERR4564634	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4564634&result=read_run&fields=fastq_ftp
ERR4564635	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4564635&result=read_run&fields=fastq_ftp
ERR4564636	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4564636&result=read_run&fields=fastq_ftp
ERR4564637	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4564637&result=read_run&fields=fastq_ftp
ERR4564638	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4564638&result=read_run&fields=fastq_ftp
ERR4564639	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4564639&result=read_run&fields=fastq_ftp
ERR4564640	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4564640&result=read_run&fields=fastq_ftp
ERR4564641	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4564641&result=read_run&fields=fastq_ftp
ERR4564783	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4564783&result=read_run&fields=fastq_ftp
ERR4564784	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4564784&result=read_run&fields=fastq_ftp
ERR4564785	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4564785&result=read_run&fields=fastq_ftp
ERR4564786	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4564786&result=read_run&fields=fastq_ftp
ERR4564787	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4564787&result=read_run&fields=fastq_ftp
ERR4564788	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4564788&result=read_run&fields=fastq_ftp
ERR4563054	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4563054&result=read_run&fields=fastq_ftp
ERR4563055	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4563055&result=read_run&fields=fastq_ftp
ERR4563056	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4563056&result=read_run&fields=fastq_ftp
ERR4563057	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4563057&result=read_run&fields=fastq_ftp
ERR4563058	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4563058&result=read_run&fields=fastq_ftp
ERR4563059	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4563059&result=read_run&fields=fastq_ftp
ERR4563060	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4563060&result=read_run&fields=fastq_ftp
ERR4563061	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4563061&result=read_run&fields=fastq_ftp
ERR4563062	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4563062&result=read_run&fields=fastq_ftp
ERR4564818	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4564818&result=read_run&fields=fastq_ftp
ERR4564819	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4564819&result=read_run&fields=fastq_ftp
ERR4564820	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4564820&result=read_run&fields=fastq_ftp
ERR4564821	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4564821&result=read_run&fields=fastq_ftp
ERR4564822	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4564822&result=read_run&fields=fastq_ftp
ERR4564895	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4564895&result=read_run&fields=fastq_ftp
ERR4564896	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4564896&result=read_run&fields=fastq_ftp
ERR4564897	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4564897&result=read_run&fields=fastq_ftp
ERR4564898	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4564898&result=read_run&fields=fastq_ftp
ERR4564899	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4564899&result=read_run&fields=fastq_ftp
ERR4564900	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4564900&result=read_run&fields=fastq_ftp
ERR4564901	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4564901&result=read_run&fields=fastq_ftp
ERR4564902	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4564902&result=read_run&fields=fastq_ftp
ERR4564903	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4564903&result=read_run&fields=fastq_ftp
ERR4563127	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4563127&result=read_run&fields=fastq_ftp
ERR4563128	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4563128&result=read_run&fields=fastq_ftp
ERR4563129	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4563129&result=read_run&fields=fastq_ftp
ERR4563130	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4563130&result=read_run&fields=fastq_ftp
ERR4563131	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4563131&result=read_run&fields=fastq_ftp
ERR4563132	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4563132&result=read_run&fields=fastq_ftp
ERR4563168	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4563168&result=read_run&fields=fastq_ftp
ERR4563169	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4563169&result=read_run&fields=fastq_ftp
ERR4563170	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4563170&result=read_run&fields=fastq_ftp
ERR4563171	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4563171&result=read_run&fields=fastq_ftp
ERR4563172	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4563172&result=read_run&fields=fastq_ftp
ERR4563173	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4563173&result=read_run&fields=fastq_ftp
ERR4565614	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4565614&result=read_run&fields=fastq_ftp
ERR4565615	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4565615&result=read_run&fields=fastq_ftp
ERR4565616	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4565616&result=read_run&fields=fastq_ftp
ERR4565617	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4565617&result=read_run&fields=fastq_ftp
ERR4565618	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERR4565618&result=read_run&fields=fastq_ftp
